num_photons,num_jets,num_btag,MET_pT,MET_phi,photon1_pT,photon1_eta,photon1_phi,photon2_pT,photon2_eta,photon2_phi,btag1_pt,btag1_eta,btag1_phi,btag2_pt,btag2_eta,btag2_phi,m_hh,m_phopho,m_bb,pT_hh,pT_phopho,pT_bb,dR_hh,dR_phopho,dR_bb
2.0,0.0,2.0,25.16,-1.598,171.9,-0.407,-1.43,37.43,-0.285,0.219,77.31,0.258,2.261,43.31,1.707,1.167,419.61548,118.19328,109.42029,68.78602,209.10141,93.09241,3.3178558,1.6535069,1.8156093
2.0,1.0,2.0,25.9,-0.633,287.12,-0.519,2.343,57.62,0.208,1.74,211.03,1.647,-0.868,38.68,1.127,-1.911,914.74005,122.35721,101.787674,108.2277,332.38556,245.35117,3.6027923,0.9445305,1.1654394
2.0,2.0,2.0,88.03,2.147,92.89,-2.08,-2.73,45.42,-0.686,2.274,79.55,-0.411,1.476,74.86,0.086,2.342,360.91788,125.010185,75.467476,205.7225,110.343094,149.67134,1.9063121,1.8919703,0.99848133
2.0,0.0,2.0,17.85,0.779,187.84,-0.88,2.169,52.22,-0.417,-2.912,135.62,-1.669,-0.91,72.48,-0.858,-1.52,483.45898,121.20163,101.84827,78.51928,235.71881,192.83948,2.8279686,1.2882624,1.0148009
2.0,1.0,2.0,6.95,-3.046,235.48,-0.662,0.835,39.45,-0.777,-0.601,109.8,0.008,-2.283,84.68,-0.053,-1.847,485.2812,127.30087,42.122128,96.52921,274.70673,194.39105,2.8452518,1.4405977,0.44024664
2.0,3.0,2.0,39.38,-0.795,128.25,0.321,2.372,119.87,0.243,-2.847,81.73,-1.251,-0.251,32.73,-1.057,-0.779,442.1806,126.180214,28.802475,104.94753,247.93155,114.02075,3.3439112,1.0670401,0.56251234
2.0,0.0,2.0,25.21,-1.182,145.6,1.152,2.477,91.99,1.936,1.636,185.04,1.772,-0.61,51.54,2.303,-1.842,508.1026,132.63014,124.44878,31.148182,220.52121,230.96242,3.033714,1.1497551,1.3415608
2.0,3.0,2.0,49.89,1.227,141.35,1.596,-1.056,47.09,1.557,-2.707,73.72,1.435,1.474,36.17,0.358,0.785,314.48764,119.95427,67.97197,74.02675,188.41315,96.28372,2.6871028,1.6514609,1.2785342
2.0,2.0,2.0,37.76,-2.155,95.78,0.265,1.793,91.77,0.561,0.337,212.99,-1.009,-2.343,72.19,-0.226,-2.295,559.40906,127.83424,99.76818,154.9634,185.50063,269.02194,3.114406,1.4857833,0.7844698
2.0,1.0,2.0,9.55,2.585,95.01,-0.466,-1.268,94.87,0.742,-0.928,100.61,-1.962,1.575,33.27,-0.791,2.54,527.6733,125.95458,89.56332,74.26443,156.28465,117.62229,3.4038842,1.2549359,1.5173879
2.0,1.0,2.0,12.54,-1.947,118.35,0.226,2.771,46.24,0.262,-1.581,86.96,-1.052,0.469,32.56,-0.052,-0.818,333.47952,121.703476,84.573074,16.37454,164.56845,108.08255,3.179481,1.9315215,1.629837
2.0,0.0,2.0,35.57,2.253,212.96,-0.012,-0.302,79.63,-0.904,-0.163,191.8,0.123,2.943,65.65,1.087,2.858,627.4993,121.403076,112.8141,36.78551,270.1616,235.49455,3.1644492,0.90276515,0.9677401
2.0,2.0,2.0,40.34,2.452,362.33,-0.882,2.097,51.54,-1.569,2.674,108.81,-0.083,-2.589,34.39,1.088,-2.864,506.5866,123.33946,77.62836,444.96286,403.50446,126.234985,1.8875476,0.8971612,1.2028575
2.0,1.0,2.0,29.04,1.497,133.57,-1.188,-0.191,92.45,-0.155,0.1,208.14,0.239,-2.677,32.6,0.156,2.332,551.4259,124.21579,98.239685,87.01127,197.58266,240.64296,2.9186597,1.0732055,1.2768859
2.0,0.0,2.0,20.07,0.929,174.56,-1.741,-1.812,65.93,-1.748,-3.085,95.98,-1.221,0.929,67.39,-1.557,1.472,409.98947,127.53191,50.968884,52.375103,240.48883,161.14085,3.0294044,1.2730193,0.63854915
2.0,1.0,2.0,22.11,1.248,135.31,-0.851,-0.177,97.22,-1.237,-1.213,72.71,-1.951,2.565,59.05,-1.874,-2.148,376.97885,122.00413,92.77537,145.0653,228.32957,131.66342,2.5967526,1.1055732,1.5720718
