num_photons,num_jets,num_btag,MET_pT,MET_phi,photon1_pT,photon1_eta,photon1_phi,photon2_pT,photon2_eta,photon2_phi,btag1_pt,btag1_eta,btag1_phi,btag2_pt,btag2_eta,btag2_phi,m_hh,m_phopho,m_bb,pT_hh,pT_phopho,pT_bb,dR_hh,dR_phopho,dR_bb
2.0,1.0,2.0,21.66,1.12,113.28,-0.752,-0.048,79.44,-1.593,1.02,209.68,-0.889,-2.696,56.51,-1.204,-1.647,470.06573,126.78338,114.330666,92.93885,176.4727,263.99066,2.8791275,1.3593768,1.0952744
2.0,3.0,2.0,43.93,-2.851,168.36,-1.956,0.799,124.81,-1.727,1.665,135.17,-0.215,-2.418,117.44,0.513,-1.807,863.6443,126.11512,120.56327,47.27202,291.29285,236.14343,3.583716,0.8957661,0.9504235
2.0,0.0,2.0,40.99,1.55,74.45,0.362,-1.08,73.19,-0.871,-2.252,91.49,-1.706,1.762,32.16,-0.712,0.67,367.59024,126.70602,79.54886,13.11429,120.462715,112.31127,3.3398755,1.7011389,1.4766518
3.0,0.0,2.0,21.93,-1.274,203.51,-0.807,-1.87,50.39,-1.081,-0.569,177.89,-1.158,1.134,70.95,-1.351,2.08,512.5011,125.76921,104.63736,23.181435,252.38882,247.89648,3.060523,1.3295401,0.96548676
2.0,1.0,3.0,28.75,0.883,67.14,2.335,-1.272,64.19,0.845,-2.372,117.36,1.867,-0.447,39.56,0.833,0.954,301.40256,127.21705,114.62374,163.35118,96.559814,141.72806,1.6658391,1.8520529,1.7412516
2.0,0.0,2.0,31.29,2.138,218.19,-1.638,-0.89,117.8,-2.269,-1.338,176.12,-1.524,2.179,90.87,-2.189,2.169,629.26666,125.10354,85.695206,65.78143,320.92136,253.89621,3.063469,0.7738638,0.665075
2.0,1.0,2.0,11.24,1.939,109.07,-0.319,1.236,94.75,0.766,0.768,130.82,-0.643,-2.886,70.02,-0.478,-1.628,463.34335,125.01876,113.721275,71.01969,174.71216,200.2196,2.8960268,1.1816298,1.2687745
2.0,1.0,2.0,46.68,-2.608,106.98,0.112,1.383,68.09,-0.316,-0.098,67.45,-0.127,-2.348,46.17,-1.33,2.799,318.90857,120.90058,93.18333,65.93399,171.27577,94.44909,2.7044895,1.5416049,1.6547282
2.0,0.0,2.0,6.01,-0.609,115.94,-0.306,-1.975,81.29,-0.305,2.897,61.36,1.585,0.328,30.54,2.155,0.083,442.2044,125.91149,27.1556,73.93791,197.22998,88.617584,3.472385,1.4111859,0.6204232
2.0,3.0,2.0,56.55,-3.09,187.89,0.5,1.53,53.2,-0.27,0.625,76.89,1.513,2.921,51.76,1.68,-1.526,413.66147,117.763245,100.78989,185.27608,229.09605,128.2189,2.5741346,1.1882445,1.8437643
2.0,0.0,2.0,8.42,-0.811,177.15,-0.612,1.845,79.32,-0.508,0.767,115.92,1.725,-1.167,95.04,1.446,-2.05,774.27875,122.31058,94.38855,36.310474,256.1738,208.93083,3.7827227,1.0830054,0.92602885
2.0,1.0,2.0,28.45,2.054,147.81,1.823,-0.485,89.97,1.791,-1.649,59.08,1.348,-2.733,49.37,2.358,1.914,329.57016,126.83437,97.22055,145.54404,237.75137,95.02886,2.5475132,1.1644396,1.9228108
2.0,0.0,2.0,50.53,1.351,111.58,-1.756,-2.497,100.74,-2.02,-1.28,101.63,-1.879,0.43,57.1,-1.526,1.522,368.79803,124.41975,83.604546,73.01447,210.4778,156.4595,2.734298,1.2453052,1.147638
2.0,0.0,2.0,33.06,-2.096,128.54,1.355,1.085,119.78,0.543,1.66,146.31,-0.654,-1.921,30.9,-0.073,-0.829,576.2622,125.194046,80.285416,75.46689,228.15976,172.9732,3.4616654,0.99497193,1.2369418
2.0,2.0,2.0,67.75,1.9,704.04,-0.071,2.584,48.84,-0.013,-3.013,171.95,-0.21,1.492,33.07,-0.062,2.092,422.86118,125.22241,45.947807,861.20654,752.80316,204.71655,1.0470116,0.688632,0.61798394
2.0,3.0,2.0,63.2,1.082,137.55,0.05,0.008,50.37,-0.263,-1.678,168.69,-0.251,3.08,40.87,0.153,-2.003,392.1474,127.01945,99.67602,92.6081,186.12007,206.89455,2.6470892,1.7148076,1.2663571
2.0,1.0,2.0,32.82,-2.349,457.62,-0.319,1.435,126.16,0.047,1.817,235.55,-0.308,-1.884,68.68,0.116,-1.745,851.88196,127.05582,57.133503,288.98444,577.1926,299.4843,2.9140036,0.529037,0.44620284
2.0,1.0,2.0,45.46,-1.51,252.02,1.816,1.451,132.73,2.267,1.94,229.34,1.528,-1.402,109.13,1.304,-2.061,756.1197,121.49328,108.362755,60.041588,375.9564,336.61758,3.097694,0.6652233,0.6960296
