num_photons,num_jets,num_btag,MET_pT,MET_phi,photon1_pT,photon1_eta,photon1_phi,photon2_pT,photon2_eta,photon2_phi,btag1_pt,btag1_eta,btag1_phi,btag2_pt,btag2_eta,btag2_phi,m_hh,m_phopho,m_bb,pT_hh,pT_phopho,pT_bb,dR_hh,dR_phopho,dR_bb
2.0,0.0,2.0,8.12,-2.008,174.71,-1.627,2.819,132.14,-1.638,-2.62,172.84,-1.668,0.776,142.41,-1.192,1.309,570.39954,124.50295,111.8557,275.67886,306.8455,306.44754,2.1701262,0.84425676,0.71460825
2.0,1.0,2.0,25.74,1.499,320.8,0.006,-1.993,40.25,-0.83,-1.326,261.02,1.43,0.978,81.64,2.121,1.194,1008.2029,122.869545,107.59505,66.910934,349.0649,328.08438,3.4034908,1.0694789,0.7239732
2.0,0.0,2.0,4.73,1.262,163.26,-0.593,1.931,35.58,-1.613,0.559,136.22,1.627,-1.432,36.78,1.02,-2.833,675.39514,126.1316,101.145744,50.52457,184.39091,167.74683,3.6714838,1.7096151,1.526843
2.0,1.0,2.0,42.0,2.828,91.23,-1.051,-0.207,85.8,-0.172,-1.303,132.32,-0.058,3.097,71.91,0.937,3.113,449.37308,122.25254,101.12342,131.25777,160.22253,181.77367,2.6140516,1.4049401,0.99512863
2.0,0.0,2.0,76.45,0.877,166.24,-0.994,-1.881,36.67,0.048,3.041,103.33,1.122,1.14,53.0,-0.039,0.815,517.42737,129.98055,93.92872,23.47338,187.4333,133.60391,3.4570947,1.7142315,1.205631
2.0,2.0,2.0,6.7,0.305,248.62,-1.191,-2.882,210.77,-0.767,-2.546,310.33,0.123,0.239,67.33,-0.355,2.144,955.8359,124.189445,245.68724,158.55328,449.17578,371.4071,3.266438,0.54099166,1.9640543
2.0,2.0,2.0,85.28,0.857,99.16,-0.858,-2.164,75.08,-0.025,2.885,126.36,-0.416,0.376,100.88,0.001,0.827,417.2209,124.272125,69.26793,81.49845,159.64183,222.3811,3.0356822,1.4889939,0.61423934
2.0,0.0,2.0,35.05,-2.508,102.34,1.066,0.096,91.7,1.224,1.521,80.93,-1.598,-2.939,66.35,-1.082,-1.442,651.6713,127.581856,106.81442,40.571247,193.43661,142.45393,3.9421303,1.4337326,1.5834345
2.0,0.0,2.0,40.61,-1.602,185.6,-1.254,1.143,82.88,-1.793,2.022,116.53,-1.487,-1.81,83.7,-0.886,-2.528,477.96155,125.36969,91.90312,98.88193,260.2301,191.50414,2.7774959,1.0310974,0.9363361
2.0,2.0,2.0,85.84,2.793,149.74,-0.725,-2.93,61.69,-1.118,2.058,84.56,-1.279,0.262,59.43,0.157,0.471,389.26886,122.03453,111.75581,82.624306,208.07259,109.69517,2.6680913,1.3534969,1.4511297
