num_photons,num_jets,num_btag,MET_pT,MET_phi,photon1_pT,photon1_eta,photon1_phi,photon2_pT,photon2_eta,photon2_phi,btag1_pt,btag1_eta,btag1_phi,btag2_pt,btag2_eta,btag2_phi,m_hh,m_phopho,m_bb,pT_hh,pT_phopho,pT_bb,dR_hh,dR_phopho,dR_bb
2.0,1.0,2.0,49.92,1.484,109.2,1.169,3.116,93.95,0.937,1.78,132.41,0.629,-1.486,35.84,0.216,-1.202,366.82318,127.67062,34.658504,126.18608,201.79245,165.86156,2.4073758,1.3559939,0.50122344
2.0,1.0,2.0,44.62,1.023,151.88,-0.837,-2.348,45.76,-1.687,2.626,57.68,0.809,0.244,47.58,1.093,1.681,459.77386,125.04434,70.56542,98.67029,185.29791,104.21036,3.4237494,1.5609183,1.4647952
2.0,0.0,2.0,119.17,3.047,240.4,1.195,-0.064,46.51,2.255,-0.386,105.88,1.179,2.885,35.32,1.728,-3.055,431.5239,122.20291,39.898373,145.67712,266.24707,137.25276,3.0865905,1.1078286,0.6474391
2.0,0.0,2.0,6.05,1.463,118.67,-0.103,-1.031,76.44,-0.45,-2.446,99.48,-0.576,1.515,48.24,0.989,1.492,390.17618,128.1813,119.8322,12.132305,192.31895,110.810646,3.0704901,1.4569265,1.5651691
2.0,0.0,2.0,14.51,-0.412,156.76,1.186,2.262,89.67,2.084,2.789,83.96,-1.302,-0.636,80.96,-0.342,-0.654,792.1833,126.22319,82.2364,74.180374,223.9061,146.28975,3.8876636,1.0412171,0.9601688
2.0,0.0,2.0,45.51,-2.011,257.86,-0.642,1.775,61.95,-0.836,0.752,113.55,0.18,-1.423,86.66,-0.068,-2.184,545.2311,126.1458,77.69973,118.653755,318.87158,198.70059,3.0334203,1.0412325,0.8003905
2.0,3.0,2.0,30.3,0.289,110.89,-1.082,1.626,43.68,-2.046,-2.985,280.72,-1.492,-2.553,47.38,-1.277,-2.127,381.95157,124.61391,54.72321,321.26932,140.45866,327.1653,1.7795377,1.9301553,0.47718015
2.0,3.0,2.0,33.61,-0.287,380.16,0.969,2.559,36.49,1.172,-2.666,166.17,0.875,1.159,70.55,1.577,1.298,452.81674,121.28689,79.02288,490.0924,415.9658,224.70529,1.4419452,1.0774814,0.7156291
2.0,0.0,2.0,32.05,1.855,184.99,-0.129,-1.226,62.01,-0.099,-0.02,92.52,-0.631,2.146,81.94,0.459,2.346,445.91333,121.523056,101.17894,42.650894,246.9791,149.2863,3.0900059,1.2063731,1.1081966
2.0,1.0,2.0,20.96,2.75,155.63,-1.696,-2.042,93.04,-1.733,-0.943,69.48,-1.643,0.699,36.5,-1.159,-0.964,293.6835,125.76835,78.3888,207.51593,248.63016,103.19491,1.8567488,1.0996226,1.7320001
2.0,0.0,2.0,48.68,-0.341,175.64,1.091,-0.304,146.95,0.5,-0.755,223.28,-0.942,2.886,161.57,-1.158,2.171,1054.9935,120.17475,139.13977,48.991116,308.72095,382.66556,3.6097944,0.7434258,0.7469142
2.0,0.0,2.0,42.08,-2.651,156.9,0.351,-2.447,114.19,-0.55,-2.6,218.39,0.115,0.548,44.53,-0.956,1.079,583.7527,126.388695,122.23319,12.621802,244.75073,242.89581,3.1365986,0.9138982,1.1954086
2.0,0.0,2.0,25.57,-0.721,191.9,1.135,2.771,86.58,2.042,2.473,143.56,0.666,-0.791,116.43,0.86,0.052,595.61926,126.86886,108.73059,40.157673,254.54807,258.78116,3.167406,0.95470047,0.8650346
2.0,0.0,3.0,64.37,0.71,90.95,2.266,-2.565,70.84,0.812,-2.45,118.51,1.543,0.551,76.53,0.753,1.133,421.83667,127.59895,94.58981,36.687164,121.621544,180.7446,3.0158825,1.4585407,0.9812359
2.0,1.0,2.0,46.66,0.272,181.39,-0.795,-2.769,69.67,-0.313,2.51,86.2,-1.272,-0.518,53.3,-0.844,0.777,391.84995,121.24849,86.84016,116.2709,245.2581,136.49684,3.0179312,1.1138723,1.3638948
2.0,1.0,2.0,19.44,-1.018,128.85,0.413,-0.475,65.43,0.892,0.969,106.29,0.754,-1.466,80.77,0.355,-2.589,346.17886,129.23116,105.45498,179.64853,189.33327,183.41954,1.9089838,1.5213734,1.1917759
2.0,1.0,2.0,62.33,1.603,141.32,0.376,-2.642,71.21,0.464,-1.299,178.67,0.627,1.242,70.89,0.161,-0.316,467.71124,125.137985,166.7582,22.84178,212.34671,244.08836,3.0941765,1.3458799,1.6261979
2.0,3.0,2.0,35.66,0.793,159.8,-0.519,-2.009,73.3,0.346,-1.25,267.63,-1.1,3.083,76.49,-1.72,2.377,558.40955,125.517105,133.83212,394.9004,214.71939,332.8639,1.867001,1.150785,0.93959343
2.0,1.0,2.0,63.25,-1.695,285.47,-0.83,1.072,225.17,-1.292,1.208,137.85,-0.757,-1.746,134.8,-1.435,-1.983,775.16675,123.0971,99.56438,244.84619,497.26804,257.1349,2.9956903,0.48160154,0.718229
2.0,1.0,2.0,31.39,-1.277,185.81,0.069,0.715,99.26,-0.815,0.848,200.76,0.096,-2.229,38.0,-0.838,-2.648,563.95123,125.30732,92.04913,53.360508,260.3202,225.43556,3.0612316,0.89394915,1.0236782
2.0,0.0,3.0,43.05,-1.016,135.72,0.027,1.904,110.1,-0.87,1.499,53.68,-0.631,-1.396,51.92,0.498,-1.237,373.26575,123.567184,63.37641,136.53285,221.78644,89.22178,3.0557432,0.9841921,1.1401412
2.0,0.0,2.0,16.88,0.476,116.87,1.216,3.07,106.5,0.246,-2.656,110.62,1.122,0.173,55.31,2.231,-0.375,465.9422,128.1553,100.59969,65.91031,197.66899,144.04224,3.0356805,1.1186401,1.2370064
2.0,1.0,2.0,16.53,1.853,211.41,1.796,-1.592,70.91,0.834,-1.76,200.39,0.776,1.536,32.17,1.337,2.074,573.43854,124.09271,62.481785,58.79659,258.58972,228.27165,3.1171212,0.9765593,0.7772804
2.0,0.0,2.0,34.89,-2.959,154.32,0.951,-2.686,65.91,2.003,3.08,204.1,1.293,0.612,37.16,0.246,-0.362,506.2218,122.45103,125.48227,40.334732,195.56406,224.99918,2.9727912,1.1722564,1.4299948
2.0,1.0,2.0,17.3,-2.812,107.49,-1.257,0.907,76.22,-2.206,-0.147,143.78,-1.445,-2.726,75.69,-1.2,2.559,422.6805,127.4315,103.0961,77.98667,164.03731,217.98419,2.762789,1.4182798,1.0278127
2.0,0.0,2.0,10.5,3.057,159.15,0.338,-1.398,76.52,-0.703,-1.104,153.96,-0.235,2.343,86.56,-0.472,1.418,510.7116,124.41063,106.60482,43.696465,208.549,238.96616,2.9768927,1.0817194,0.95487905
