num_photons,num_jets,num_btag,MET_pT,MET_phi,photon1_pT,photon1_eta,photon1_phi,photon2_pT,photon2_eta,photon2_phi,btag1_pt,btag1_eta,btag1_phi,btag2_pt,btag2_eta,btag2_phi,m_hh,m_phopho,m_bb,pT_hh,pT_phopho,pT_bb,dR_hh,dR_phopho,dR_bb
2.0,1.0,2.0,22.8,1.782,179.13,0.499,-0.723,47.02,-0.767,-0.572,47.45,0.861,2.411,36.89,0.967,2.834,327.89526,124.87344,18.117577,144.60602,198.37772,84.22343,3.0769763,1.2749734,0.4360792
2.0,0.0,2.0,14.11,2.3,178.7,0.155,-0.452,159.59,0.685,0.033,263.65,1.375,-3.09,108.29,1.362,2.339,807.6782,121.564995,140.00044,20.16689,326.51953,371.93353,3.2524788,0.7184183,0.8542845
2.0,0.0,2.0,33.57,-0.698,118.07,-0.239,-0.689,47.39,0.538,-2.396,175.87,0.202,1.124,30.38,0.095,0.235,343.38217,127.521194,63.3481,172.08977,155.4526,206.10179,2.0999265,1.8755207,0.89541626
2.0,2.0,2.0,20.02,-1.033,165.46,-1.127,2.363,44.62,-1.767,-2.466,101.68,-1.11,-0.725,71.76,-0.435,0.43,406.79974,127.18633,110.23311,52.019108,203.00598,163.95506,2.909731,1.5887908,1.337778
2.0,2.0,2.0,48.19,-2.036,228.93,-1.179,1.012,129.08,-1.349,0.274,195.89,-0.115,-2.502,54.48,0.082,-1.965,708.5463,127.409195,58.47876,91.55706,356.81815,249.54417,3.3485425,0.7573268,0.5719947
2.0,2.0,2.0,36.48,-1.095,489.92,-1.007,1.565,87.94,-0.794,1.009,248.49,-0.983,-1.412,231.16,-1.262,-1.081,1041.7592,122.23401,103.6165,228.73338,576.1726,474.9966,2.739252,0.5954032,0.43289956
2.0,2.0,2.0,19.67,2.192,125.68,-0.963,-1.191,58.07,-2.266,-1.201,68.99,-0.015,1.975,46.31,-1.241,2.628,379.9027,119.36145,82.15417,84.68562,151.7561,95.20524,2.9867532,1.3030384,1.3890592
2.0,0.0,2.0,23.29,-1.647,167.05,-0.91,0.472,92.62,-1.203,-0.528,130.12,0.039,2.866,76.86,-1.033,3.047,518.0962,124.75115,113.857086,76.87901,257.1181,180.01953,2.8789024,1.042041,1.087173
2.0,1.0,2.0,24.88,3.087,285.85,0.55,-0.923,38.61,-0.494,-1.407,316.6,0.728,2.521,52.94,0.824,1.736,717.75476,125.29031,99.81684,92.39056,307.08093,369.33112,2.9072967,1.1507354,0.7908484
2.0,2.0,2.0,34.28,2.208,191.91,0.163,-1.612,179.97,0.595,-1.078,94.18,1.88,2.376,33.04,2.114,2.802,573.96576,127.13538,26.969894,274.9011,363.24747,126.55165,2.904157,0.6868626,0.4860372
2.0,1.0,2.0,71.91,-1.943,137.33,-0.528,-2.834,135.41,0.373,-2.815,218.27,-1.382,0.981,198.25,-1.109,0.508,822.32477,127.09107,112.9033,196.04532,245.53003,412.65466,2.945542,0.90120035,0.54613006
3.0,1.0,2.0,49.33,-2.759,125.65,1.073,1.223,59.05,2.338,0.615,117.7,1.448,-2.822,36.57,1.144,-1.694,365.30774,127.289474,72.94476,82.84352,154.08511,152.98529,2.6753447,1.4035275,1.1682465
2.0,1.0,2.0,21.75,-0.579,143.08,-1.192,-2.814,78.35,-2.18,2.876,97.52,-0.262,0.123,52.19,-1.053,0.755,450.9722,125.270775,72.93908,79.46281,197.35767,139.25247,3.0905,1.1523948,1.0124747
2.0,3.0,2.0,49.32,-0.602,449.78,1.293,1.806,85.35,1.743,2.255,266.75,0.824,-0.27,86.23,0.201,0.136,833.47406,124.56264,113.841736,480.59366,527.94006,340.5176,2.1638014,0.6356895,0.7436161
2.0,2.0,2.0,35.64,-2.994,193.5,-0.661,2.625,62.61,-0.244,1.504,77.99,-0.329,-0.666,57.81,-0.553,0.432,371.01666,125.82785,71.68084,143.16994,252.02383,134.96799,2.586005,1.1960478,1.120616
2.0,0.0,2.0,102.02,-2.892,417.91,1.069,0.207,135.75,0.833,-0.286,290.0,-0.053,-2.847,184.72,0.179,3.025,1155.824,129.17374,108.74938,79.69875,550.81244,471.6871,3.243945,0.5465757,0.47212046
2.0,0.0,2.0,13.28,0.976,120.05,0.548,-2.782,57.26,-0.402,2.234,114.38,-0.131,0.058,60.04,0.273,-1.276,371.77637,127.759796,107.93014,50.53884,160.27402,171.221,2.801455,1.5837483,1.3938334
2.0,0.0,2.0,14.98,1.02,196.17,1.545,-1.423,68.53,1.29,-0.324,164.17,-0.451,2.371,44.96,0.694,2.168,676.8612,124.6842,105.28255,80.9901,263.05255,187.27158,3.2513657,1.1281959,1.1628559
2.0,0.0,2.0,23.69,-1.442,485.31,-0.514,2.527,69.45,-1.029,2.11,393.64,0.108,-0.81,114.22,0.441,-0.287,1153.6218,122.127556,130.58519,55.724773,546.82275,502.97308,3.205043,0.66265684,0.62001455
2.0,1.0,2.0,5.11,-0.429,282.97,-0.143,-0.919,69.5,0.048,-1.833,185.89,-0.972,2.859,68.03,-0.809,-2.29,586.8912,126.63533,122.20309,299.64856,351.45386,253.25899,2.2164364,0.93374336,1.145838
2.0,2.0,2.0,32.3,2.59,141.4,-0.597,-0.557,103.72,-0.463,0.506,179.86,-2.042,1.906,44.12,-2.312,1.506,570.2254,123.8264,42.835075,244.38333,244.58304,222.69273,2.4894414,1.0714126,0.48259702
2.0,2.0,2.0,47.97,-1.716,123.58,-0.722,2.372,68.03,-0.405,0.896,148.41,-1.301,-1.345,52.52,-0.3,-2.212,418.78223,126.785934,118.260315,65.13577,189.41124,182.1909,2.8606815,1.5096573,1.3242694
