num_photons,num_jets,num_btag,MET_pT,MET_phi,photon1_pT,photon1_eta,photon1_phi,photon2_pT,photon2_eta,photon2_phi,btag1_pt,btag1_eta,btag1_phi,btag2_pt,btag2_eta,btag2_phi,m_hh,m_phopho,m_bb,pT_hh,pT_phopho,pT_bb,dR_hh,dR_phopho,dR_bb
2.0,2.0,3.0,17.42,1.103,199.05,-0.241,-2.272,121.89,0.203,-1.628,127.25,2.388,-2.421,68.16,2.211,-1.716,788.5156,120.75373,66.390495,488.66827,313.5245,194.7153,2.4024012,0.7822225,0.7268798
2.0,1.0,2.0,121.57,0.159,172.32,-1.298,-2.642,86.64,-0.941,2.684,116.09,-0.549,0.498,43.59,0.516,-0.26,481.07028,120.7842,95.257286,84.870415,255.29909,142.40965,3.175934,1.021593,1.3072067
2.0,0.0,2.0,35.19,0.201,148.69,1.215,-2.859,116.32,0.551,2.785,129.49,2.064,-0.117,63.77,1.381,0.335,529.07526,121.40357,75.25084,63.16277,250.76048,183.42519,3.2450056,0.92165834,0.8190194
2.0,0.0,2.0,29.27,3.104,149.76,-0.523,0.391,67.36,-1.719,0.653,120.62,-0.166,-2.397,69.13,0.444,-1.961,495.12994,130.08653,68.99501,90.532646,185.34131,181.65172,2.8805258,1.2243611,0.7497974
2.0,1.0,2.0,40.52,2.842,162.1,-0.222,0.199,129.2,-0.798,0.833,152.83,0.441,-2.849,150.5,-0.072,-2.31,650.45465,123.62365,112.73456,27.721062,279.45877,293.40683,3.1319478,0.8565816,0.74410355
2.0,1.0,2.0,31.66,-0.732,202.63,-0.394,-1.312,84.55,0.444,-1.722,136.97,-0.122,1.877,109.02,-0.557,2.159,555.9501,124.866684,63.64021,85.49853,266.70026,240.27019,2.8550155,0.9329223,0.51840997
2.0,0.0,2.0,10.07,-1.634,80.07,-0.22,-1.809,63.34,1.285,-2.177,68.26,0.054,0.567,59.84,1.085,1.399,329.12,120.43773,86.07246,36.564857,105.309395,111.53021,2.9263625,1.5493382,1.324834
2.0,3.0,2.0,12.73,-2.909,135.49,1.596,-0.99,60.81,0.965,-2.295,109.75,1.499,2.285,37.28,0.008,2.841,377.56445,124.66204,110.19641,97.979935,188.04414,118.689255,2.5209057,1.4495469,1.591294
2.0,2.0,2.0,18.37,-1.268,182.7,0.674,1.906,116.67,-0.167,2.087,124.63,-0.482,-1.206,78.48,-1.107,-1.294,604.9622,129.16016,63.42229,97.04485,274.6164,193.79306,3.2470143,0.86025697,0.6311648
2.0,0.0,2.0,26.73,-0.149,173.38,0.545,-2.733,67.51,0.404,2.278,127.55,-0.636,-0.217,36.61,-0.135,1.068,458.4809,129.44449,88.899284,62.133736,240.40732,160.6261,3.2542624,1.2799754,1.3792121
2.0,2.0,2.0,26.01,-1.017,208.79,-0.39,2.402,54.3,0.19,-2.832,164.11,1.24,-1.485,54.75,0.351,-0.902,585.26385,123.68644,102.71128,178.09808,255.9457,203.11124,2.6661263,1.1988282,1.0631133
2.0,0.0,2.0,16.11,1.134,77.02,-1.568,-0.429,76.18,-0.117,-0.711,85.78,-0.403,2.53,34.24,-0.995,-2.895,318.9446,123.05299,55.617897,47.551617,114.62065,115.78067,2.9613054,1.4781492,1.0425669
