num_photons,num_jets,num_btag,MET_pT,MET_phi,photon1_pT,photon1_eta,photon1_phi,photon2_pT,photon2_eta,photon2_phi,btag1_pt,btag1_eta,btag1_phi,btag2_pt,btag2_eta,btag2_phi,m_hh,m_phopho,m_bb,pT_hh,pT_phopho,pT_bb,dR_hh,dR_phopho,dR_bb
2.0,3.0,2.0,24.4,-1.362,110.33,1.302,-1.297,93.19,1.782,-2.444,144.81,1.21,-0.184,78.69,0.628,-0.038,371.43304,120.50688,64.90339,265.3958,197.72868,214.94229,1.7617757,1.2433861,0.60003334
2.0,0.0,2.0,106.9,-2.102,283.12,0.282,-0.177,228.31,0.651,0.167,478.88,0.342,2.29,53.43,0.025,3.072,987.7422,128.3575,132.12979,377.10318,502.8506,529.9096,2.390282,0.504477,0.8438087
2.0,2.0,2.0,33.64,2.702,251.13,0.092,-1.35,81.59,0.738,-0.707,118.39,0.425,-2.363,62.09,0.138,2.98,374.75113,130.52112,81.50249,372.27853,320.0706,178.80632,1.4810209,0.911463,0.98301494
2.0,0.0,2.0,25.57,-2.827,135.76,0.586,-0.128,75.27,-0.167,-1.192,107.42,1.839,2.878,72.78,1.93,1.555,530.5831,128.80428,108.93033,61.42509,197.50504,180.0204,3.257294,1.3034972,1.3261261
2.0,0.0,2.0,14.59,-0.837,146.9,0.456,-3.08,66.77,-0.697,2.978,212.41,-0.398,0.084,46.38,0.475,-0.662,524.0483,122.65778,115.02292,36.824757,184.38383,244.804,3.1224606,1.1747841,1.1483227
2.0,2.0,2.0,34.26,2.841,136.02,0.722,-0.615,125.9,0.546,-1.6,134.5,0.317,-2.411,73.47,0.19,2.973,381.9308,125.88166,87.32282,289.19073,260.90802,207.58699,1.6735021,1.0006002,0.90810984
2.0,2.0,2.0,5.12,-2.204,341.49,-0.879,-0.551,217.69,-1.206,-0.221,254.75,-1.062,2.357,124.56,-0.402,2.603,942.61664,126.6585,127.44414,216.83624,552.09045,361.31464,2.8651888,0.46457392,0.704355
2.0,1.0,2.0,43.27,2.055,323.76,1.36,-2.098,222.04,1.089,-1.721,422.96,1.033,0.938,153.46,0.808,1.37,1137.5712,124.1321,123.393234,84.99887,540.9717,573.5747,3.0095515,0.46429524,0.48708203
2.0,0.0,2.0,41.75,0.653,110.52,-0.844,-0.099,97.82,-0.892,-1.414,85.53,0.225,2.735,32.57,0.283,-3.127,366.52405,127.18608,22.27756,75.526886,208.28021,118.06033,2.940259,1.3158755,0.42516047
2.0,3.0,2.0,11.94,-2.43,152.27,-1.54,1.284,116.68,-0.7,0.832,242.92,-1.404,2.54,117.35,-1.685,3.134,515.51624,129.84395,109.68892,419.2979,246.0037,357.15308,1.6738194,0.95388883,0.6571127
2.0,0.0,2.0,45.01,2.056,150.5,-0.609,0.736,63.17,-0.07,-0.484,136.35,0.009,-2.85,47.87,-0.556,-1.797,413.87616,123.73181,93.44734,29.741335,207.26573,178.62878,3.0156384,1.333762,1.1950035
2.0,2.0,2.0,55.54,2.686,144.99,-0.894,-0.121,83.52,-0.068,0.653,50.1,-1.664,-1.709,48.75,-1.13,-2.426,331.0839,125.06864,43.77085,173.45163,210.74619,95.34809,2.3637598,1.1319681,0.89400524
2.0,0.0,2.0,4.3,-2.277,156.08,-1.223,1.703,103.97,-2.152,1.356,157.5,-0.963,-1.963,98.29,-0.486,-1.187,596.5075,130.2928,111.59382,29.335161,233.66557,248.94278,3.1580062,0.99169034,0.91088146
2.0,1.0,2.0,68.71,2.462,195.31,-0.413,2.984,118.11,0.388,3.044,372.88,1.039,-0.223,211.69,0.791,-0.583,1011.37305,125.26758,122.47327,278.33258,290.18307,580.424,3.108402,0.80324405,0.43715435
2.0,1.0,3.0,106.24,-2.279,335.08,0.599,1.182,58.98,0.809,2.063,397.56,0.886,-0.37,62.05,1.434,-0.372,669.7473,123.479576,87.1518,562.74664,392.95663,451.6822,1.7063259,0.90568244,0.5480037
2.0,1.0,2.0,60.6,1.801,275.62,-1.271,-1.262,69.83,-1.59,-2.153,159.26,-1.115,1.477,82.13,-1.921,1.631,599.97424,127.55474,96.31683,97.579094,342.62766,224.10274,2.9603007,0.94638366,0.8205803
2.0,2.0,2.0,60.23,-1.521,167.62,-0.118,1.551,109.64,-0.552,2.388,163.95,-1.586,-2.588,158.36,-2.126,-2.446,739.06537,125.12754,90.99043,342.10553,271.04523,310.63657,2.4499855,0.9428283,0.55835825
2.0,2.0,2.0,34.83,-1.65,91.37,-0.018,0.704,89.0,1.046,1.496,121.42,0.576,-2.034,104.7,-0.234,-2.071,452.7333,122.26135,93.9378,59.672764,155.44649,207.93184,3.152646,1.3264087,0.81084454
2.0,1.0,2.0,93.98,-1.906,122.6,0.857,1.692,72.78,-0.162,0.988,115.34,1.109,-1.88,58.99,1.789,-2.52,436.59387,119.7403,77.21585,69.32561,172.28667,165.42126,2.8920364,1.2385383,0.9338095
2.0,1.0,2.0,29.48,-1.557,107.24,0.399,-2.615,75.14,1.244,2.485,102.74,1.932,0.192,49.33,0.831,-0.474,401.74347,126.99906,94.63621,13.257252,166.86267,132.581,3.1733952,1.4539442,1.2867624
2.0,0.0,2.0,38.27,2.132,165.92,0.005,-1.296,70.39,1.085,-1.696,123.17,0.907,1.554,33.38,-0.345,1.829,441.26968,129.78084,87.41112,79.86654,208.55116,137.34009,3.0383763,1.1516944,1.2818459
2.0,0.0,2.0,8.96,-3.0,134.05,0.19,-3.015,61.56,1.134,-2.055,146.08,1.251,0.751,51.96,1.937,-0.371,469.25076,122.29092,110.94282,11.4137745,177.31229,189.17126,3.2172503,1.3463788,1.315097
2.0,2.0,2.0,28.18,1.404,300.61,1.024,-1.842,93.59,1.237,-1.12,217.45,-0.654,1.334,49.79,-0.471,2.275,899.6238,123.777916,96.24804,126.28927,392.5838,266.56265,3.5424044,0.75276345,0.9586294
2.0,2.0,2.0,128.59,-2.724,91.17,-0.072,1.324,41.59,1.665,1.485,161.53,0.381,-0.382,86.21,-0.047,-1.159,383.15875,121.32738,102.87268,210.4386,93.73943,242.61674,2.0428488,1.7444454,0.8870813
2.0,1.0,2.0,22.27,0.924,106.75,-1.14,-3.092,100.97,-2.139,2.497,167.09,-0.439,-0.9,71.85,-0.493,-0.428,546.31445,129.11536,51.578518,106.87226,182.36223,238.86674,2.915176,1.2165092,0.47507882
2.0,1.0,2.0,40.4,-2.47,211.71,1.099,0.105,112.18,1.839,-0.165,181.14,0.693,-2.654,137.06,0.469,2.989,710.3246,123.81667,105.27676,65.51985,304.10886,316.2447,3.0374002,0.78771824,0.6782428
2.0,2.0,2.0,43.37,2.347,111.35,-0.44,-0.7,86.64,-0.874,0.623,75.7,-1.412,1.588,35.43,-0.326,1.724,286.8415,128.09444,59.465137,173.67041,193.41986,97.394035,1.8159448,1.3923666,1.0944825
2.0,0.0,2.0,25.63,-0.837,291.28,-0.75,2.859,50.02,0.255,2.641,231.98,-0.872,-0.041,106.03,-0.494,-0.699,708.9928,129.1768,117.58975,29.48944,320.88544,332.83316,3.0750735,1.028372,0.75884646
2.0,2.0,2.0,112.01,2.649,276.9,0.101,-1.0,107.92,0.484,-0.371,353.27,0.538,2.551,86.6,0.647,2.004,839.784,125.99848,96.39306,79.65944,379.152,439.45706,3.0301545,0.7364305,0.5577546
2.0,1.0,2.0,54.46,0.929,235.31,0.108,-2.457,62.2,-0.783,-2.078,60.22,-0.382,1.005,50.42,0.124,0.241,386.94092,120.35833,49.81822,192.12546,278.64203,107.14595,3.037839,0.9682572,0.91636884
2.0,1.0,3.0,15.69,-2.147,82.99,-1.276,-2.292,73.42,-0.187,2.786,69.68,-1.582,0.293,43.64,-0.287,-1.225,312.36267,125.69145,107.76834,71.436874,133.8828,91.73806,2.618883,1.6243129,1.9953318
2.0,3.0,2.0,119.89,-1.853,223.27,-0.823,2.389,99.42,-0.053,2.59,358.97,0.15,-2.172,41.21,0.429,-1.775,640.6041,121.3175,58.822407,477.55692,302.66397,398.74802,1.862109,0.7958021,0.48523197
2.0,1.0,2.0,47.77,-1.017,192.75,-0.503,-2.87,42.5,0.274,2.065,99.81,2.026,-0.266,34.53,1.912,1.28,647.72845,134.0379,82.26066,99.921974,225.035,134.17337,3.9205387,1.5560635,1.5501974
2.0,3.0,2.0,72.43,-2.053,168.14,-0.984,-0.697,42.03,-1.021,1.009,164.85,-0.82,1.968,148.99,-1.445,1.527,480.66132,126.68329,120.873024,247.10536,210.14699,298.6799,2.2084892,1.7064011,0.7649224
2.0,2.0,2.0,51.21,-1.053,335.08,-0.914,2.604,154.14,-1.07,2.064,224.72,0.766,-1.193,64.72,0.962,-0.419,1065.3479,126.32488,94.05858,230.36797,487.93628,288.47632,3.3307862,0.5620821,0.7984309
2.0,0.0,2.0,38.31,-2.313,164.42,-1.269,0.528,122.1,-1.233,1.441,172.5,-1.347,-2.326,34.85,-0.661,-2.048,498.13495,125.01944,58.338364,52.899517,286.4746,200.68431,3.091603,0.91370934,0.74018914
