num_photons,num_jets,num_btag,MET_pT,MET_phi,photon1_pT,photon1_eta,photon1_phi,photon2_pT,photon2_eta,photon2_phi,btag1_pt,btag1_eta,btag1_phi,btag2_pt,btag2_eta,btag2_phi,m_hh,m_phopho,m_bb,pT_hh,pT_phopho,pT_bb,dR_hh,dR_phopho,dR_bb
2.0,0.0,2.0,57.93,-1.55,151.61,-0.337,2.297,137.46,0.284,1.689,133.18,-1.587,-1.032,58.05,-0.522,-1.147,606.57495,125.5707,98.649536,86.239555,275.28088,169.11005,3.3036697,0.8690829,1.071191
2.0,0.0,2.0,46.24,1.283,114.16,-0.643,-2.27,103.27,0.117,-1.376,98.35,1.273,1.324,41.51,0.367,1.481,459.5421,126.313065,60.721336,57.99938,201.95995,128.19044,3.3203487,1.1733863,0.91950256
2.0,1.0,2.0,25.66,2.694,248.06,-0.237,-1.466,144.83,-0.331,-0.789,463.61,-0.875,2.099,38.18,-1.119,1.776,928.1257,127.13958,53.75639,143.77385,392.4861,500.74402,3.0527396,0.68349475,0.40480235
2.0,2.0,2.0,90.17,-1.547,190.9,0.712,-0.106,34.65,0.109,1.588,159.02,0.723,-1.634,42.66,0.536,-2.798,378.71695,131.65897,91.854385,210.92496,220.31715,201.09274,1.9305264,1.7981226,1.1789256
2.0,1.0,2.0,25.42,3.018,130.84,0.787,-1.574,40.05,2.218,-2.343,117.67,2.083,1.143,73.05,1.758,1.991,429.2147,125.06175,82.070526,17.025244,142.06845,188.34583,3.1756046,1.6245373,0.90814596
2.0,0.0,2.0,42.4,2.511,146.57,0.803,-1.133,91.22,0.445,-0.03,105.29,-0.69,2.433,43.53,-0.428,2.742,465.96643,128.11891,27.396408,60.082123,234.19807,147.76527,3.2946236,1.1596434,0.40512344
2.0,2.0,2.0,40.0,-0.161,146.98,0.483,-3.086,108.0,1.186,-2.388,51.17,0.336,-0.746,48.53,1.383,0.044,339.32703,124.8932,66.71585,180.53532,239.76576,86.35774,2.4313753,0.9906629,1.3116055
2.0,3.0,2.0,16.41,1.039,148.7,0.611,0.852,38.97,1.123,2.679,124.27,0.484,-0.706,54.22,1.032,0.266,305.7542,126.80369,89.189514,219.14932,183.66776,172.8739,1.5430263,1.8973857,1.115835
2.0,1.0,2.0,38.73,2.499,266.15,0.815,-2.235,35.11,-0.288,-1.776,175.98,1.982,1.992,86.7,1.393,2.665,608.1265,120.43004,110.0071,323.15768,283.71783,252.70322,2.195111,1.1946924,0.8943434
2.0,2.0,2.0,31.15,-1.559,569.43,1.221,1.863,60.17,1.164,1.149,488.51,1.165,-1.403,58.33,0.905,-0.922,1176.7798,129.80267,91.67103,75.51316,629.5116,545.0859,3.1320763,0.7162716,0.5467732
2.0,3.0,2.0,65.83,-2.315,202.25,-0.796,-0.156,53.68,-1.137,-1.31,150.93,-0.927,2.59,84.26,-1.264,-2.754,497.3328,119.15498,108.97211,36.729774,253.47566,232.12851,3.0001316,1.2033275,0.99781674
