num_photons,num_jets,num_btag,MET_pT,MET_phi,photon1_pT,photon1_eta,photon1_phi,photon2_pT,photon2_eta,photon2_phi,btag1_pt,btag1_eta,btag1_phi,btag2_pt,btag2_eta,btag2_phi,m_hh,m_phopho,m_bb,pT_hh,pT_phopho,pT_bb,dR_hh,dR_phopho,dR_bb
2.0,0.0,2.0,23.23,0.081,144.77,-1.178,2.376,90.25,-0.558,-3.003,86.0,-0.479,0.116,54.61,-1.263,-0.709,387.25317,123.12131,77.826225,91.373825,224.43456,130.49648,2.9188957,1.0963354,1.1381042
2.0,1.0,2.0,9.55,-0.504,137.72,0.107,-2.503,65.91,0.589,2.464,85.22,-1.607,1.281,74.25,-1.502,-0.337,525.38934,125.42622,115.42161,69.4547,198.4864,159.25131,3.3780744,1.401666,1.6214037
2.0,0.0,2.0,31.1,-2.839,156.65,0.417,-0.381,32.27,-0.938,0.647,98.82,-0.118,2.507,57.17,0.346,-2.551,373.14264,125.21623,93.32512,45.714294,166.56958,152.11253,3.1276631,1.700826,1.3101053
2.0,0.0,2.0,55.53,0.542,357.09,0.196,-2.555,46.84,-0.666,-2.152,203.55,-0.42,0.888,99.62,0.176,0.593,734.91125,126.08332,95.76329,114.4478,389.20688,291.41003,2.9986584,0.951553,0.665012
2.0,0.0,2.0,38.56,-1.975,155.63,0.201,0.893,62.07,0.988,1.951,98.25,0.126,-1.908,55.83,1.027,-1.737,398.0215,127.041664,70.16045,45.203342,204.23691,139.93172,3.0220814,1.3186101,0.9170834
2.0,0.0,2.0,31.35,-0.56,66.82,-0.673,2.75,66.79,0.897,2.123,64.89,-0.189,0.16,47.62,-0.718,-1.592,297.79395,123.09372,90.43753,56.323242,94.514145,108.691086,3.01659,1.6905706,1.8301216
2.0,0.0,2.0,27.19,2.401,123.23,-0.925,-2.989,99.46,-0.565,2.144,156.57,0.883,-0.43,92.4,-0.052,-0.765,604.2602,126.923195,123.306854,72.494774,219.1335,224.12842,3.212508,1.2052076,0.9932019
2.0,2.0,3.0,47.47,1.405,454.11,-1.108,-2.524,51.93,-1.677,-3.087,104.17,-0.476,1.927,37.21,-1.403,2.147,461.1155,122.97362,61.345078,497.88614,498.64352,129.95847,1.7735641,0.8004561,0.9527481
2.0,3.0,2.0,14.68,-2.431,275.34,0.729,2.777,53.93,0.032,2.08,139.51,0.631,-0.472,102.9,1.469,-0.521,610.0253,120.15448,103.535095,76.428444,318.5785,221.94098,3.1453536,0.98570687,0.83943135
2.0,0.0,2.0,42.74,0.248,178.62,1.833,-2.82,36.36,0.496,2.954,100.82,1.008,0.45,83.4,1.707,-0.058,441.82108,122.85435,80.01258,32.915348,190.35861,173.18556,3.1342986,1.4306775,0.8640979
2.0,1.0,2.0,24.61,-1.356,178.45,1.015,2.028,56.43,0.249,1.061,96.61,0.062,-2.189,59.8,-0.252,-0.638,429.92358,122.099304,109.087776,111.9579,222.58333,154.59346,2.9664235,1.233631,1.5824654
2.0,0.0,2.0,18.48,1.354,139.75,0.003,-0.425,72.76,0.132,-1.769,76.81,1.255,2.189,71.36,0.551,2.716,403.329,126.226295,65.71142,37.06518,212.11206,139.09766,3.112851,1.3501768,0.8794005
2.0,1.0,2.0,15.0,2.099,156.27,0.771,-1.646,60.22,1.57,-2.706,124.55,0.42,1.519,72.22,0.304,0.558,448.1455,126.3101,88.364555,18.666023,202.91153,196.46254,3.1599612,1.327404,0.9679759
2.0,1.0,2.0,40.36,0.459,376.71,1.074,-1.967,71.22,1.614,-1.423,224.93,0.067,0.888,45.95,0.739,1.527,796.94543,125.54384,94.4681,197.76857,439.32462,262.45312,3.0365937,0.7665089,0.92731065
2.0,0.0,2.0,85.19,-1.557,145.03,0.931,2.175,95.5,0.292,1.28,57.42,1.142,-1.063,53.28,0.157,-1.661,359.67953,127.37294,65.40602,112.23168,228.88669,97.56334,3.1067085,1.0997025,1.1523147
2.0,0.0,2.0,52.92,-1.582,217.89,1.017,1.61,103.96,0.658,0.865,230.77,1.156,-1.793,37.32,-0.478,-1.96,642.3266,122.27993,169.7884,37.72149,317.33145,231.42957,3.0922127,0.8269862,1.6425118
2.0,1.0,2.0,44.51,0.383,129.09,0.797,-2.509,49.72,-0.595,-3.12,106.81,-1.136,1.218,67.97,-0.83,-0.025,487.59402,130.00598,102.61637,53.332104,146.35316,172.83966,3.1746626,1.5201923,1.2801116
2.0,3.0,2.0,27.9,-0.708,240.24,1.115,1.372,66.04,0.288,1.872,211.65,0.601,-0.631,92.07,-0.226,-0.645,610.2303,123.96759,118.77878,296.92972,289.0694,282.24255,2.192528,0.9664,0.8271185
2.0,3.0,2.0,22.78,2.675,316.13,-1.204,-0.988,81.08,-0.442,-1.089,203.33,-2.188,-1.994,30.35,-0.869,-1.731,490.35013,126.00967,113.18228,564.7528,378.94482,212.93,1.3404982,0.7686644,1.3449647
2.0,0.0,2.0,13.32,0.41,105.09,0.272,-2.077,57.72,0.057,2.386,83.58,0.574,0.268,51.78,0.807,1.762,306.57095,124.12611,90.70556,30.31842,161.94994,134.49327,2.8915522,1.8328398,1.5120598
2.0,3.0,2.0,114.38,-1.7,201.75,0.396,1.166,100.62,0.248,2.046,115.48,0.661,-1.672,61.73,1.24,-2.45,487.20944,123.19573,80.98658,123.3842,301.6352,170.52745,2.9420357,0.89235854,0.9698068
2.0,0.0,2.0,58.59,0.115,236.9,-0.531,-2.649,77.66,0.012,2.883,151.61,-0.249,0.228,77.62,0.67,0.622,585.39264,124.34423,111.63133,74.1357,306.03177,208.05702,3.1297433,0.9268923,0.99989855
2.0,2.0,2.0,107.78,1.358,199.07,-1.821,1.482,41.15,-0.577,1.8,202.85,-0.32,1.467,101.23,-0.729,0.935,413.12915,123.36923,95.7035,529.17944,215.82736,298.4581,1.1488494,1.2840016,0.67104775
2.0,1.0,2.0,61.41,-3.089,132.99,-0.595,0.09,52.24,-1.957,0.513,78.31,0.746,-2.997,55.76,-0.614,-2.773,452.68533,127.404976,98.07528,48.856785,152.62866,105.20904,3.3274662,1.4261743,1.3783237
2.0,0.0,3.0,32.03,-0.22,197.97,-0.166,-3.041,65.99,0.534,2.386,133.26,-1.79,0.164,86.92,-1.365,-0.219,675.6487,125.19109,61.662613,40.25554,252.05287,215.44922,3.4390717,1.1059175,0.5721137
2.0,2.0,2.0,113.58,0.406,152.9,0.166,1.836,135.47,0.282,2.743,203.8,-1.626,-0.542,36.99,-2.046,0.277,784.9893,127.20959,78.292,114.4423,287.88687,238.05348,3.2959795,0.9143878,0.92041343
2.0,1.0,2.0,61.56,-2.87,147.24,-0.284,0.915,114.33,-0.946,1.594,224.98,-1.278,-2.437,120.19,-1.856,-2.313,679.5169,122.956375,98.505356,165.54489,247.60252,332.20068,2.8284872,0.94830626,0.5911514
2.0,1.0,2.0,55.46,-2.155,121.79,0.2,-2.563,74.33,0.901,-1.376,127.37,0.778,1.319,56.04,0.735,0.92,393.6883,126.331116,33.683086,35.87171,184.9156,183.37402,2.968681,1.3785391,0.40131027
2.0,0.0,2.0,25.9,-0.804,124.83,-1.242,-1.043,34.14,0.196,-2.172,149.96,-0.631,2.091,46.05,-1.798,1.233,408.24966,123.76923,123.6977,40.72967,133.70348,173.3068,3.1226895,1.8282464,1.4484658
2.0,2.0,2.0,83.56,2.937,259.1,0.001,-0.919,94.58,-0.741,-1.156,159.53,1.089,2.968,89.02,1.435,-2.566,716.6791,124.4687,96.551384,315.565,334.9707,245.14049,2.5079947,0.77893066,0.8252244
2.0,2.0,2.0,31.51,0.123,164.96,0.389,-3.04,98.78,-0.261,2.487,95.94,-0.844,0.276,46.29,0.252,1.942,411.3561,126.53992,124.96796,201.42757,250.82516,124.12806,2.3056002,0.99715424,1.9941845
2.0,2.0,2.0,47.33,-0.247,173.64,-1.065,1.789,71.94,-1.68,0.77,139.68,-1.614,-2.314,83.96,-0.406,-1.674,510.49295,129.46849,154.72694,95.10535,236.07611,186.77193,2.7019033,1.1902044,1.367064
2.0,1.0,2.0,8.45,-2.395,273.71,-0.373,3.038,170.52,-0.904,2.793,365.19,-0.128,0.073,49.31,-1.051,0.108,897.2255,127.51341,128.38893,120.05544,429.51907,396.8977,2.8858597,0.5847958,0.9236633
2.0,1.0,2.0,21.72,1.26,135.91,-0.522,-0.784,73.01,-0.163,-2.122,121.8,-0.516,1.13,46.11,-0.619,2.568,373.6863,128.68517,99.01915,74.854256,205.86983,167.73265,2.6965804,1.385325,1.4416841
2.0,0.0,2.0,22.24,2.535,110.11,-0.213,2.637,52.62,-1.528,1.898,132.26,0.041,-0.532,33.97,-0.379,-2.307,380.24905,120.71262,107.759926,24.622524,133.51038,163.86414,3.1495566,1.5084251,1.8240132
