num_photons,num_jets,num_btag,MET_pT,MET_phi,photon1_pT,photon1_eta,photon1_phi,photon2_pT,photon2_eta,photon2_phi,btag1_pt,btag1_eta,btag1_phi,btag2_pt,btag2_eta,btag2_phi,m_hh,m_phopho,m_bb,pT_hh,pT_phopho,pT_bb,dR_hh,dR_phopho,dR_bb
2.0,0.0,3.0,18.68,0.209,153.16,-0.708,-1.592,37.79,-1.604,3.083,126.51,-1.617,1.908,47.59,-1.649,0.482,400.72864,130.28613,101.5379,41.7477,179.21478,174.08229,2.9696476,1.840944,1.4263588
2.0,1.0,2.0,11.18,1.78,118.1,0.184,-2.914,107.92,0.338,-1.767,80.5,0.568,0.732,51.12,1.061,0.77,368.30887,123.73837,32.03982,58.47772,225.35165,127.842606,3.1566715,1.1572921,0.4944623
2.0,1.0,2.0,31.22,0.731,141.84,-0.163,-2.47,132.37,-0.277,2.89,138.51,-0.896,-0.002,58.97,-1.817,-0.467,538.95465,123.04995,95.742874,95.165764,273.7652,180.40532,2.9374425,0.93019766,1.0317296
2.0,0.0,2.0,37.23,-1.183,139.76,-0.22,1.678,136.45,0.262,2.449,114.49,-0.151,-1.223,34.5,-1.073,-0.231,436.65463,123.70332,84.74043,120.2693,268.2286,138.0996,3.0936356,0.9092661,1.3543073
2.0,2.0,2.0,34.67,-1.506,148.04,-1.22,1.847,37.88,-0.284,0.295,137.15,1.277,-0.585,31.44,-0.073,-0.849,591.6076,127.62042,97.08676,141.725,173.20995,147.26613,3.0005598,1.812402,1.375571
2.0,1.0,2.0,40.64,2.05,110.31,0.207,-0.49,48.01,-0.316,-2.349,89.35,0.354,2.06,31.7,-0.873,-3.005,302.1838,122.81878,92.38664,15.127161,153.7834,104.39208,3.000685,1.9311681,1.7290186
2.0,2.0,2.0,32.0,-2.469,219.12,-0.148,0.186,107.58,0.272,-0.525,68.14,-1.653,-3.021,32.84,-1.277,-2.513,487.59717,125.07094,29.753422,218.09473,320.36758,99.41987,3.198962,0.82578504,0.6320126
2.0,2.0,2.0,24.98,-2.483,133.7,-0.261,0.923,56.39,-0.228,2.462,101.96,-0.725,-1.303,30.51,-1.658,0.373,336.7394,120.86161,98.9195,107.28713,190.0684,122.601814,2.4256227,1.5393537,1.9181931
2.0,0.0,2.0,11.37,-1.537,158.11,-0.746,2.138,41.9,-2.118,2.193,124.41,-0.638,-1.149,32.56,0.934,-0.758,458.70538,120.721176,113.4047,46.937782,171.37982,128.56224,3.1711905,1.373102,1.6198965
2.0,2.0,3.0,10.42,0.932,301.97,-1.332,-2.382,47.13,-0.481,-2.978,194.1,-1.249,1.267,69.54,-1.253,0.666,609.23456,125.902466,68.779434,153.2362,334.9198,263.6396,2.7121947,1.03895,0.60101336
2.0,1.0,2.0,37.13,-0.622,123.06,-2.327,1.912,34.86,-1.002,-2.932,87.43,-0.752,-0.927,39.24,-1.857,0.131,356.59616,127.09689,90.15627,46.771008,135.81856,110.74982,2.9314818,1.9562411,1.529833
2.0,0.0,2.0,8.11,2.33,137.55,-0.99,-0.83,123.07,-1.758,-1.376,94.17,0.359,2.065,91.91,-0.799,2.136,576.3677,124.127686,114.04483,65.788124,241.70085,155.75578,3.2989037,0.9423057,1.1601745
2.0,2.0,2.0,28.08,3.018,136.38,-0.88,-0.664,92.62,-0.509,-1.738,194.97,-1.254,2.253,67.95,-1.644,1.469,521.78644,122.39701,98.86948,49.74704,225.21599,259.10864,3.1992147,1.1362734,0.87564623
2.0,1.0,2.0,16.21,-0.845,231.6,-1.288,2.862,157.63,-0.782,-3.002,315.71,-0.686,-0.419,76.16,-0.597,0.11,806.52625,125.975296,82.24205,79.45781,377.29376,391.62708,2.9624064,0.6570784,0.5364346
2.0,1.0,2.0,20.13,2.678,138.95,-1.311,-0.457,84.51,-2.194,0.249,84.94,0.224,-2.527,65.15,-0.155,2.511,535.1887,124.0163,91.278206,98.79077,203.36758,147.4503,3.3338268,1.1305419,1.3015863
2.0,3.0,2.0,21.48,-2.046,125.1,0.222,0.88,93.65,-0.714,0.312,179.37,-0.556,1.787,59.76,-0.943,2.555,361.91525,121.30456,87.42559,343.03946,195.74312,235.79161,1.414189,1.0948607,0.8599961
2.0,0.0,2.0,48.47,0.863,184.57,-0.514,-1.545,93.52,-0.291,-2.476,148.53,0.386,1.479,65.46,-0.242,1.047,525.6586,121.544975,75.819885,43.84895,276.5488,205.13797,3.1512258,0.9573348,0.7622388
2.0,3.0,2.0,18.12,2.556,172.99,-1.986,1.898,52.43,-0.908,2.668,105.68,-0.623,-0.051,71.49,-0.874,0.911,414.55112,129.29822,83.351204,243.42389,203.11623,175.82869,2.0029716,1.324758,0.99420583
2.0,1.0,2.0,10.77,-1.834,143.81,-0.081,0.195,72.01,-0.581,1.355,315.34,0.072,-0.542,30.85,-0.627,-0.124,349.50546,122.8166,81.39469,462.33142,209.86382,339.53598,1.0960892,1.2631707,0.81444764
2.0,1.0,2.0,30.83,1.86,142.13,-1.084,-0.92,118.35,-1.082,-1.919,110.26,-0.026,2.024,48.89,-0.56,1.56,458.90805,124.24569,52.095547,76.33692,260.4799,154.36238,3.1588738,0.99900186,0.7074263
2.0,1.0,3.0,31.41,1.359,126.05,-1.356,-1.953,114.57,-1.583,-0.883,258.27,-0.995,1.69,87.74,-1.194,0.958,587.62195,125.55072,111.84755,130.88766,239.07533,344.7151,2.9864328,1.0938139,0.75856787
2.0,0.0,2.0,23.38,0.74,123.06,1.683,-2.675,95.58,1.037,-1.711,83.48,1.664,1.161,80.22,0.395,1.351,428.4626,123.25326,112.037506,72.67424,207.51697,131.85294,2.7935343,1.1604362,1.283145
2.0,0.0,2.0,6.29,-1.906,107.47,0.734,-2.895,57.05,1.276,1.667,89.41,-0.004,0.663,43.77,0.908,-0.627,325.38867,126.274055,95.629036,60.021957,159.08922,121.24912,2.6723294,1.804506,1.5798242
2.0,0.0,2.0,24.01,1.404,93.77,-0.476,-0.567,77.83,0.847,-0.547,76.43,-0.388,2.195,34.71,0.113,2.564,321.15646,121.45963,32.20343,72.49716,135.7583,108.166695,2.890186,1.3231511,0.62222344
2.0,0.0,2.0,25.79,2.033,226.92,0.274,-0.164,30.77,-0.514,-1.467,99.57,-0.031,3.011,81.04,-1.041,3.019,491.46405,121.79568,94.63521,65.57619,249.57616,158.31927,3.051603,1.522745,1.0100317
2.0,1.0,2.0,55.89,0.732,189.97,0.083,2.25,128.97,0.755,2.62,136.21,0.2,-0.444,77.8,1.083,0.037,549.53284,121.66633,105.91659,159.36688,301.7762,195.09204,2.6750174,0.76712704,1.0055097
2.0,1.0,2.0,27.14,0.788,112.1,-0.19,2.209,77.95,1.04,1.911,161.21,0.066,-1.502,99.46,-0.79,-1.768,513.47644,125.47251,116.66883,138.69608,156.47327,238.53781,2.6597052,1.2655845,0.89637715
2.0,3.0,2.0,63.78,-0.552,192.53,0.19,2.546,57.78,-0.747,-3.016,68.94,0.307,-1.13,35.21,0.857,-0.105,356.54266,126.657425,55.566494,156.1849,231.47835,100.65419,2.8298995,1.182403,1.1632389
2.0,0.0,2.0,16.13,0.516,98.42,-0.157,-3.092,71.32,0.624,-1.776,60.51,-0.88,0.391,53.51,0.468,0.82,329.38904,122.490105,86.12246,23.919706,157.30038,89.194466,3.1617882,1.5302997,1.4146184
2.0,0.0,2.0,11.89,-1.149,89.26,0.593,0.562,70.78,2.069,0.735,101.3,0.644,3.072,92.76,1.14,-1.956,411.9727,128.996,123.77125,17.930439,119.05115,188.13448,3.0525692,1.486104,1.3496319
2.0,1.0,2.0,60.78,0.462,180.69,-0.338,2.844,126.83,-1.124,2.729,164.31,1.497,-0.597,82.62,1.458,-0.047,935.957,123.30772,63.440483,70.924484,284.82385,246.8882,3.7488763,0.79436827,0.55138093
2.0,2.0,2.0,75.8,-2.419,391.23,0.384,0.266,42.11,-0.211,-0.469,122.12,0.433,2.38,119.42,0.268,2.911,619.32104,120.47026,66.4396,287.11786,426.75656,240.71857,2.4433594,0.9456479,0.5560449
2.0,2.0,2.0,34.58,-2.292,204.04,-0.057,1.441,54.65,0.491,2.55,93.93,-2.15,-1.03,66.14,-1.045,-0.311,606.13007,125.69096,107.07597,161.13893,252.29913,137.03236,2.9581506,1.2370064,1.3183272
