num_photons,num_jets,num_btag,MET_pT,MET_phi,photon1_pT,photon1_eta,photon1_phi,photon2_pT,photon2_eta,photon2_phi,btag1_pt,btag1_eta,btag1_phi,btag2_pt,btag2_eta,btag2_phi,m_hh,m_phopho,m_bb,pT_hh,pT_phopho,pT_bb,dR_hh,dR_phopho,dR_bb
2.0,1.0,3.0,35.29,2.224,211.5,0.866,-0.88,80.77,-0.022,-0.655,100.01,0.441,2.789,98.74,1.341,3.009,514.3751,123.45255,95.02353,164.77477,269.8396,178.9647,2.581867,0.9160617,0.9264988
2.0,1.0,3.0,31.38,-2.725,210.51,-1.539,-1.833,78.83,-0.602,-1.673,68.89,-0.276,-2.132,40.19,0.997,2.846,424.60233,126.85042,95.96961,356.0617,264.92154,89.36338,1.6838506,0.95056254,1.8231946
2.0,0.0,2.0,25.66,0.222,112.89,-0.104,3.09,112.15,-0.952,2.443,119.47,-1.286,-0.183,43.94,-0.546,-1.417,426.99265,121.57569,100.188286,75.50286,205.11308,154.7805,3.082691,1.0666363,1.4388732
2.0,1.0,2.0,52.74,-2.879,218.94,-0.038,0.045,65.63,0.92,0.452,132.42,-0.258,-2.531,41.83,-0.06,2.63,474.16196,128.7434,80.568726,133.86539,262.2421,173.6278,2.942304,1.0408714,1.1395189
2.0,0.0,2.0,23.1,0.085,250.14,0.252,-2.839,80.58,0.944,2.964,256.24,-0.795,0.276,55.86,-0.023,0.32,770.409,120.840675,94.8185,32.819744,316.39008,298.81616,3.2294087,0.8422839,0.7732529
2.0,0.0,2.0,13.38,1.428,115.42,0.191,-0.888,99.32,0.168,0.328,84.49,0.124,-2.907,33.69,1.22,2.836,340.5458,122.34483,67.7207,85.188225,214.72588,104.28875,2.740219,1.2162176,1.2218906
2.0,1.0,2.0,23.41,0.854,219.91,1.294,-0.423,74.18,1.569,-1.439,117.95,1.375,2.698,80.53,1.38,-2.205,458.11508,129.15488,124.08911,186.66302,291.99835,198.4794,2.3877063,1.0525593,1.3801944
2.0,0.0,2.0,17.33,1.036,158.92,0.34,-3.005,55.63,0.681,-1.618,104.97,-0.328,0.941,40.17,-1.395,-0.716,427.88858,124.45051,120.13769,70.47196,212.16414,129.24214,3.2088869,1.4283032,1.9708215
2.0,0.0,2.0,26.48,1.39,127.46,0.383,-0.507,119.49,0.507,0.523,112.23,1.575,-2.072,88.4,0.744,2.629,489.10043,122.52872,165.2962,101.653465,246.47601,183.81117,2.8378267,1.0374372,1.7871404
2.0,0.0,2.0,12.67,-1.572,111.86,-2.161,1.052,69.34,-1.113,0.12,185.76,-2.056,-2.512,51.29,-1.151,-1.686,455.5461,124.86489,120.374016,63.400093,158.32335,221.15062,3.047707,1.402472,1.2252758
2.0,0.0,2.0,58.26,2.95,242.95,1.084,-0.657,68.55,1.227,0.336,150.52,1.374,2.952,52.29,0.691,2.25,515.7296,124.32702,86.82494,95.17391,310.9538,193.90935,3.052649,1.0032438,0.97943497
2.0,0.0,2.0,31.07,-3.024,111.95,-0.217,-0.693,62.79,-1.276,0.348,67.88,2.338,2.63,46.97,0.999,-2.408,599.2059,124.908516,104.69025,70.31264,152.84157,90.98768,3.699261,1.4849789,1.8284985
