num_photons,num_jets,num_btag,MET_pT,MET_phi,photon1_pT,photon1_eta,photon1_phi,photon2_pT,photon2_eta,photon2_phi,btag1_pt,btag1_eta,btag1_phi,btag2_pt,btag2_eta,btag2_phi,m_hh,m_phopho,m_bb,pT_hh,pT_phopho,pT_bb,dR_hh,dR_phopho,dR_bb
2.0,0.0,2.0,49.83,-2.742,134.44,0.818,1.069,98.65,1.742,0.592,54.0,1.919,-2.172,36.98,1.363,-2.179,333.3707,122.93467,25.169138,136.41153,209.26248,87.611534,3.079998,1.0398581,0.55604404
2.0,3.0,2.0,56.31,1.989,243.54,1.984,-1.887,154.55,1.69,-2.472,248.94,0.682,1.483,75.78,0.064,1.121,896.43304,125.67706,99.40998,142.57228,394.0122,313.79074,3.0766106,0.65472186,0.7162178
2.0,0.0,2.0,15.76,-0.133,271.6,0.443,-0.904,53.64,0.073,0.092,245.48,-1.919,2.33,44.09,-1.816,-2.939,1064.9696,123.74847,101.61342,40.369892,322.19446,289.37183,3.8182137,1.0625046,1.0194021
2.0,1.0,2.0,31.56,0.683,215.98,1.092,-2.438,34.15,0.305,2.529,144.07,1.681,-0.015,38.67,0.833,0.318,455.07486,125.876945,69.74427,110.79986,241.30417,172.11055,2.6886551,1.5335295,0.9110395
2.0,2.0,2.0,44.82,-1.938,269.95,1.096,0.663,31.66,0.92,-0.847,135.14,0.201,-2.486,69.98,0.76,-1.807,532.5447,127.750114,85.01806,110.51686,301.17194,197.9778,2.8876202,1.5202223,0.8795011
2.0,1.0,2.0,41.04,1.243,136.71,0.305,-2.232,122.68,-0.529,-2.692,110.11,-0.417,-0.071,91.03,0.143,0.821,480.20987,125.87432,103.37571,104.86587,237.23045,193.37859,2.7799504,0.9524473,1.053216
2.0,3.0,2.0,63.43,1.329,214.89,-0.46,-3.132,141.76,0.237,3.051,122.22,1.076,1.686,34.78,-0.044,0.937,476.56622,125.3536,90.491646,384.47552,336.13928,140.89494,1.8667326,0.70416343,1.3473682
2.0,1.0,2.0,51.29,-1.127,87.69,-1.525,-1.908,44.45,0.231,-1.904,196.3,0.147,2.056,115.48,0.246,1.148,531.7266,124.27029,132.90077,177.40256,90.71823,311.4238,2.8550706,1.7560046,0.91338134
2.0,0.0,2.0,30.6,2.934,401.28,0.123,-0.71,67.55,0.28,0.065,351.12,-0.268,2.749,46.1,0.465,2.745,883.2667,127.088905,95.360344,105.14885,468.11838,386.6126,2.9472125,0.7907426,0.73301095
2.0,2.0,2.0,28.39,-1.873,356.32,0.76,0.75,98.68,0.871,1.398,314.79,0.067,-1.156,82.48,-0.358,-1.568,835.86786,121.19707,95.425156,405.92053,454.52417,391.41272,2.2743082,0.6574382,0.5919197
2.0,1.0,2.0,98.11,1.089,214.9,2.156,-2.118,132.28,1.691,-2.746,125.25,1.52,0.273,112.83,2.169,0.576,591.9734,130.78865,86.32394,140.51195,338.37448,225.68942,2.775452,0.7814147,0.7162471
2.0,1.0,2.0,38.13,2.609,236.13,0.89,-0.747,59.41,1.885,-1.129,176.06,0.49,2.377,49.11,0.907,1.29,558.64685,130.74858,103.800224,96.400024,273.06415,221.85512,3.0301788,1.065809,1.1642416
2.0,0.0,2.0,38.77,0.886,98.32,-0.573,-1.756,65.36,-2.036,-1.756,87.45,0.075,0.89,79.51,0.285,2.044,463.4211,128.02191,92.65166,24.884508,123.78008,166.04257,3.374352,1.463,1.1729518
2.0,1.0,2.0,21.8,-2.023,167.94,-0.725,1.043,83.82,-1.128,0.021,79.44,-0.566,-2.06,38.72,-2.349,-1.481,401.86972,125.63521,116.88696,139.83063,247.24013,80.71113,2.613124,1.0985869,1.8746547
