num_photons,num_jets,num_btag,MET_pT,MET_phi,photon1_pT,photon1_eta,photon1_phi,photon2_pT,photon2_eta,photon2_phi,btag1_pt,btag1_eta,btag1_phi,btag2_pt,btag2_eta,btag2_phi,m_hh,m_phopho,m_bb,pT_hh,pT_phopho,pT_bb,dR_hh,dR_phopho,dR_bb
2.0,0.0,2.0,64.38,-1.146,295.85,0.666,1.954,196.8,0.219,2.227,213.13,0.317,-0.884,76.47,1.074,-1.264,784.1285,127.04718,110.08838,205.78798,480.89804,273.79947,3.046604,0.5237729,0.84702367
2.0,2.0,2.0,16.72,-0.084,138.24,1.346,2.978,110.45,1.99,-2.539,137.23,0.708,-0.525,55.58,1.949,-0.123,487.81015,122.831726,120.62241,127.45136,236.07228,163.89441,2.613967,1.0008874,1.3044864
2.0,0.0,2.0,59.29,0.826,372.25,0.984,-2.338,127.78,1.171,-1.795,321.13,-0.327,0.917,81.01,0.139,1.047,1093.7659,123.90227,78.68455,84.57374,498.36884,395.182,3.383032,0.5742978,0.48379338
2.0,3.0,2.0,22.09,-2.777,136.58,0.412,-1.185,79.5,-0.641,-0.721,196.01,0.846,-2.147,115.69,0.833,-1.567,392.567,124.45901,86.14356,459.0975,189.00568,311.69385,1.2361995,1.1506976,0.58014584
2.0,1.0,2.0,29.43,2.578,110.71,0.279,-2.142,95.05,-0.116,-0.871,118.86,0.861,1.192,82.31,0.67,0.396,418.4522,128.42844,78.970985,123.54523,201.78346,200.28366,2.5278103,1.3309642,0.8185945
2.0,3.0,2.0,97.55,1.891,304.85,0.193,-1.661,64.36,-0.051,-2.599,119.41,0.404,1.773,99.77,-0.065,1.485,575.50916,131.17705,60.417263,155.29698,367.6326,213.23003,2.830268,0.96921617,0.550368
2.0,1.0,2.0,30.73,0.282,157.76,-0.24,-1.98,109.28,-0.906,-2.651,131.39,-0.14,1.086,72.73,0.468,-0.105,507.74707,124.13314,125.17691,91.25888,252.86746,195.55038,2.994524,0.9454084,1.3372155
2.0,2.0,2.0,11.65,-2.969,396.19,1.08,-0.432,88.51,0.428,-0.331,400.34,0.382,2.661,39.08,-0.316,2.35,995.6236,125.69835,97.1497,63.712006,469.62512,431.01273,3.1138318,0.65977657,0.7641499
2.0,0.0,2.0,43.36,-0.287,205.08,-0.244,2.626,85.22,-1.102,2.293,203.53,-1.181,-0.738,52.22,-1.399,0.362,603.977,124.8797,110.09919,58.49972,268.66037,254.76451,3.1484768,0.9203548,1.1213937
2.0,1.0,2.0,6.14,1.758,94.5,-0.122,-2.66,85.41,1.153,-2.49,66.81,-0.707,0.774,59.47,-1.329,0.742,441.90714,123.41045,39.892784,60.673122,144.67441,120.24307,3.29931,1.2862834,0.6228226
2.0,0.0,2.0,5.51,1.047,168.93,-0.676,1.584,30.55,-2.259,1.136,115.42,-0.392,-1.798,46.24,0.861,-1.17,472.84967,129.95218,107.568695,41.67979,171.30292,137.09586,3.284013,1.6451726,1.401568
2.0,3.0,2.0,98.14,2.432,496.73,0.143,-0.539,50.61,0.566,-1.223,304.27,1.049,2.339,184.93,1.162,2.749,1148.7281,125.999435,100.231026,62.63089,543.2767,488.46585,3.222702,0.80422944,0.42528704
2.0,0.0,2.0,68.94,-2.42,264.03,0.425,0.81,256.32,0.124,0.414,389.78,0.852,-2.716,101.01,1.194,3.137,1066.4373,129.04533,108.74079,139.53374,514.46936,486.12186,2.9369595,0.4974102,0.54956657
2.0,3.0,2.0,102.75,-0.485,217.77,-0.891,2.195,111.0,-0.73,3.03,142.68,-1.049,-0.848,40.68,-0.363,0.061,503.6035,128.54893,85.52722,132.94434,327.81778,176.05367,3.128814,0.85037994,1.138805
2.0,0.0,2.0,6.77,0.636,114.92,1.106,-0.193,83.51,0.331,0.85,102.56,0.611,-2.552,47.0,0.146,2.633,368.20197,124.84314,79.45623,42.119446,184.10074,146.0978,3.1311226,1.299413,1.1925758
2.0,1.0,2.0,12.84,-2.175,456.67,1.64,0.608,141.63,1.562,0.106,330.15,0.304,-2.511,46.74,0.361,-1.865,1158.1235,127.88057,79.17691,238.26247,597.97125,376.8235,3.2058523,0.5080237,0.64850974
2.0,2.0,2.0,16.01,-0.607,154.54,-0.143,2.214,90.56,0.802,1.862,142.97,-0.829,-0.738,49.32,-0.029,-0.898,510.3429,123.1765,70.27677,77.71345,220.17908,180.82652,2.9813108,1.008429,0.81584316
2.0,1.0,2.0,4.53,2.492,137.84,-0.087,0.261,79.68,0.242,-1.02,125.1,0.098,2.454,61.89,0.297,-2.494,407.7945,129.9568,110.35286,30.438375,214.79482,186.17107,3.0467267,1.3225739,1.3499336
2.0,0.0,2.0,37.79,3.041,140.64,-1.854,0.247,59.93,-0.597,0.302,95.08,-1.503,-1.753,72.42,-1.824,-2.747,385.56662,123.254036,83.52783,129.50447,169.04002,165.38686,2.4474492,1.2582027,1.044546
2.0,3.0,2.0,39.66,-2.699,154.81,-0.596,-1.391,42.68,-1.056,-3.021,168.03,-1.313,-1.383,75.92,-1.034,-2.267,260.77014,124.17489,101.66542,382.1192,193.98111,241.91945,0.52915645,1.6936646,0.9269828
2.0,0.0,2.0,19.14,-0.297,326.15,0.388,-0.72,187.37,0.871,-0.837,496.57,1.363,2.455,53.19,1.62,1.899,1170.908,123.98131,98.54458,32.411915,499.72125,548.1798,3.2240145,0.49696878,0.61252344
2.0,0.0,2.0,18.49,-2.955,126.23,1.05,-0.081,58.3,0.955,1.556,73.92,-0.5,-2.298,65.86,0.492,2.83,389.45547,125.5332,104.891914,19.768982,184.35008,122.99539,3.256481,1.6397542,1.5226675
2.0,1.0,2.0,72.66,-0.492,166.11,0.281,-2.987,108.02,1.145,2.941,151.31,0.052,-0.583,79.36,0.083,0.23,542.1076,128.40851,86.72243,95.947395,250.131,230.64497,2.8724911,0.9341588,0.81359076
2.0,0.0,2.0,17.49,2.779,233.2,-2.33,1.798,120.69,-2.279,1.059,203.85,-0.19,-1.329,182.78,-0.187,-1.999,1197.732,121.47777,126.92443,37.8098,353.7866,386.62958,3.7472563,0.74075776,0.6700066
2.0,3.0,2.0,92.38,-1.028,144.22,1.247,2.492,40.25,-0.286,2.532,116.95,0.415,-0.098,48.34,0.636,-1.152,394.01282,128.61244,77.44253,55.93144,151.18918,164.45602,2.9138227,1.5335218,1.0769203
2.0,0.0,2.0,14.18,-2.017,280.2,-0.481,1.753,65.67,0.306,2.166,224.3,-1.135,-1.098,122.57,-0.689,-1.115,752.72687,122.847855,74.61827,71.41541,329.8567,339.02826,3.0059469,0.8887845,0.44632384
