num_photons,num_jets,num_btag,MET_pT,MET_phi,photon1_pT,photon1_eta,photon1_phi,photon2_pT,photon2_eta,photon2_phi,btag1_pt,btag1_eta,btag1_phi,btag2_pt,btag2_eta,btag2_phi,m_hh,m_phopho,m_bb,pT_hh,pT_phopho,pT_bb,dR_hh,dR_phopho,dR_bb
2.0,1.0,2.0,42.34,2.159,129.52,-0.707,-0.346,127.48,-1.144,-1.291,217.87,-1.861,2.792,33.27,-2.338,1.558,579.06177,129.93613,106.71015,75.22163,250.8899,247.89731,2.9861915,1.0411503,1.3229834
2.0,0.0,2.0,76.9,0.372,187.69,0.332,-2.674,81.52,0.561,2.557,89.47,-0.437,0.426,59.87,-0.823,-0.662,458.0609,127.43133,80.91692,113.876595,267.72214,146.67715,3.1377935,1.076817,1.1544436
2.0,2.0,2.0,3.76,1.578,154.17,-0.661,0.334,57.89,0.572,-0.022,65.36,1.94,2.59,32.72,0.888,-2.834,484.4547,128.43735,63.853,137.95634,181.75595,86.39036,3.2305222,1.2833648,1.3582723
2.0,1.0,2.0,48.91,2.285,132.04,-0.216,-0.688,51.64,1.152,-0.796,198.28,0.339,-2.625,137.32,-0.351,-2.944,494.1334,122.30382,127.40888,298.11545,151.15518,316.4971,2.042274,1.3722564,0.7601717
2.0,0.0,2.0,10.35,2.113,134.01,1.149,-0.096,104.55,1.902,-0.904,97.89,2.123,2.045,95.84,2.149,-3.125,469.3984,130.33386,102.37207,58.30745,222.11484,193.71362,3.1119347,1.1044785,1.1134888
2.0,0.0,2.0,83.99,-2.614,184.26,0.135,0.311,80.23,0.167,1.422,73.19,-0.411,-2.19,34.69,0.538,-3.065,362.1645,128.3003,65.4708,132.4872,264.4614,97.56047,3.098477,1.1114608,1.2908239
2.0,1.0,2.0,61.08,-0.722,128.34,1.619,-3.077,111.28,1.205,2.206,71.84,-0.08,-0.148,49.24,1.104,-0.772,423.89163,124.97176,83.06177,94.99301,234.53078,101.26373,3.2980957,1.0824816,1.3383693
2.0,2.0,2.0,41.9,1.378,131.27,0.209,-2.687,126.78,0.18,2.596,414.69,1.165,-1.112,60.64,1.747,-0.994,727.7191,123.77457,95.45015,414.59647,258.0229,466.53885,2.3292916,1.0006056,0.59384173
2.0,2.0,2.0,14.29,2.187,114.64,0.211,-2.632,47.02,0.509,1.715,117.7,-0.062,1.053,61.19,-0.097,-0.288,339.54266,122.943405,105.50823,76.17098,160.18364,178.86534,2.627777,1.9589837,1.3414565
2.0,1.0,2.0,6.09,-1.7,202.0,-0.338,0.885,67.1,0.408,0.127,114.22,-0.756,-1.993,69.96,0.212,-2.469,482.4803,123.77985,99.335014,94.50793,255.37242,164.32097,2.8853838,1.0635226,1.0787029
