num_photons,num_jets,num_btag,MET_pT,MET_phi,photon1_pT,photon1_eta,photon1_phi,photon2_pT,photon2_eta,photon2_phi,btag1_pt,btag1_eta,btag1_phi,btag2_pt,btag2_eta,btag2_phi,m_hh,m_phopho,m_bb,pT_hh,pT_phopho,pT_bb,dR_hh,dR_phopho,dR_bb
2.0,0.0,2.0,10.09,-0.38,254.58,-0.335,2.711,83.71,-0.06,-2.755,152.37,0.031,-0.649,75.35,-0.148,0.169,561.7846,122.79466,87.36241,113.303856,335.9146,226.91301,3.0028,0.86221653,0.83735603
2.0,0.0,2.0,64.41,-0.75,186.7,-1.313,1.986,64.74,-1.836,0.941,99.03,-2.106,-2.003,79.47,-2.086,-0.991,452.66156,124.19002,86.013115,75.426704,244.92981,178.49118,3.0589151,1.1685691,1.0121976
2.0,0.0,2.0,57.72,-0.863,173.99,0.999,1.976,73.42,1.147,3.141,64.88,0.751,-0.876,60.4,-0.383,-0.318,414.85498,125.47372,82.412895,100.88807,246.84491,105.70309,3.0233207,1.1743633,1.2638512
2.0,1.0,2.0,51.04,1.695,167.1,1.185,-0.73,41.42,1.633,0.9,120.79,1.876,2.122,30.11,0.681,2.027,375.83466,126.783806,76.64693,89.62688,205.21828,134.7831,2.6088245,1.690445,1.1987703
2.0,2.0,2.0,12.25,-1.677,102.62,0.855,-0.155,71.17,0.981,-1.757,121.98,1.198,2.034,42.06,1.704,1.006,340.28555,123.20207,79.38952,81.40666,173.45653,160.07288,2.5945957,1.6069474,1.1457837
2.0,1.0,2.0,108.98,-2.238,167.73,-0.307,1.028,31.07,1.191,0.56,151.68,0.807,-1.651,70.74,0.692,-2.246,485.15186,123.17555,61.886497,73.11025,172.79109,222.10112,2.9049702,1.5694036,0.60601157
2.0,1.0,2.0,56.19,-1.784,269.77,0.721,1.744,192.91,1.129,1.411,242.63,-0.204,-1.674,55.49,0.372,-2.037,851.5742,120.422295,79.66453,177.87117,453.35336,290.74182,3.09786,0.52664304,0.6808413
2.0,1.0,2.0,24.24,-2.914,227.07,-0.549,1.033,96.23,-0.061,0.357,77.14,-0.056,-2.55,34.85,0.762,-2.719,421.30295,122.14176,44.474617,203.96431,315.31207,104.12025,2.9085536,0.8337385,0.8352754
2.0,1.0,2.0,21.08,-2.073,215.06,-0.238,1.007,127.39,-0.943,1.16,161.66,-1.557,-2.144,86.9,-1.397,-1.382,676.08484,121.77944,90.16821,122.095856,322.8157,247.83705,3.1110075,0.72141117,0.77861685
2.0,3.0,2.0,12.05,3.067,199.34,1.067,1.443,38.34,0.117,0.348,107.55,1.427,-1.826,86.32,0.254,-1.495,478.449,125.36394,123.75426,45.758312,223.82504,161.89793,2.965935,1.4496638,1.218807
