num_photons,num_jets,num_btag,MET_pT,MET_phi,photon1_pT,photon1_eta,photon1_phi,photon2_pT,photon2_eta,photon2_phi,btag1_pt,btag1_eta,btag1_phi,btag2_pt,btag2_eta,btag2_phi,m_hh,m_phopho,m_bb,pT_hh,pT_phopho,pT_bb,dR_hh,dR_phopho,dR_bb
2.0,2.0,2.0,9.73,2.847,122.89,1.031,-1.055,107.58,1.263,0.132,125.36,0.996,-3.028,65.26,1.249,2.602,417.56534,131.35878,62.406235,74.614174,228.92801,189.24881,2.7424984,1.2094597,0.70047134
2.0,2.0,2.0,73.54,1.03,219.47,-0.137,-1.219,52.52,-0.963,-1.985,181.85,0.398,1.974,36.21,0.483,0.884,534.02905,121.49366,84.41827,59.15458,257.9755,217.95096,3.191554,1.1265132,1.0933092
2.0,0.0,2.0,22.01,0.217,136.74,-0.092,2.806,84.38,-0.611,-2.307,129.8,0.964,-0.401,43.06,0.098,0.914,466.037,131.35927,113.182655,52.518482,214.13844,161.07277,3.110041,1.2801151,1.5745414
2.0,2.0,2.0,72.11,-0.777,363.26,0.07,0.431,78.02,0.65,-0.051,138.81,-0.084,-0.293,121.94,0.633,-1.612,496.12122,127.52377,185.74088,536.0156,430.64865,244.24434,1.2522829,0.754138,1.5012828
2.0,0.0,2.0,30.21,0.707,168.39,1.185,3.057,48.39,0.376,-2.041,96.04,-0.531,-0.737,76.48,-0.145,0.623,494.6692,125.68772,112.803185,74.66583,204.80527,169.35843,3.1487978,1.4349724,1.4137172
2.0,2.0,2.0,13.67,-0.135,100.02,-1.805,-0.933,78.99,-0.756,-0.063,257.67,0.375,2.175,90.63,0.26,2.868,725.7987,123.01629,105.27368,178.71066,155.30396,347.85684,3.3547776,1.3628284,0.7024771
2.0,1.0,2.0,22.81,2.51,191.18,0.693,1.819,46.23,-0.555,1.975,83.37,0.48,-1.953,62.64,1.529,-1.355,431.35358,125.94567,90.032326,121.788,210.46219,126.80817,2.784186,1.2577122,1.2074788
2.0,2.0,2.0,10.08,2.366,241.72,-0.45,0.819,38.33,-0.441,2.262,206.15,-1.688,-2.272,84.99,-2.31,-1.642,736.0239,127.15876,117.16157,36.222515,280.04868,279.6422,3.3785715,1.4430281,0.88531584
2.0,2.0,2.0,19.48,1.446,165.16,-0.069,-1.55,93.82,0.883,-1.196,82.15,0.979,1.541,42.99,0.72,2.98,396.69556,130.60736,79.83277,163.41614,232.50009,124.19516,2.931273,1.0156869,1.4621224
2.0,1.0,2.0,14.84,0.384,214.33,-0.09,-1.72,78.96,-0.357,-2.676,90.49,0.696,1.748,37.51,1.623,1.873,466.0769,124.651344,56.433323,178.29222,291.23825,116.91954,2.7800188,0.9925851,0.9353898
2.0,1.0,2.0,41.95,-3.132,200.82,-0.675,-0.879,36.24,-0.486,0.758,65.75,-0.171,1.837,41.14,0.756,-3.133,365.63016,125.614876,80.79213,116.86431,236.51268,96.24337,3.131086,1.6478745,1.607416
2.0,0.0,2.0,26.75,-1.813,203.8,-0.354,-1.797,95.53,-0.888,-2.489,152.86,-0.677,1.454,122.02,-1.229,0.693,604.9769,121.00312,126.962715,28.622187,290.13345,264.61014,3.156672,0.8740825,0.94011956
2.0,2.0,2.0,40.08,-2.558,145.8,-1.775,1.013,119.91,-1.55,0.086,227.06,0.517,-1.944,44.15,0.968,-1.167,912.114,121.9297,88.47373,176.47957,264.04633,267.48862,3.3169537,0.9539149,0.8984041
2.0,0.0,2.0,23.51,2.102,84.9,1.089,-1.724,49.18,-0.662,-1.41,93.35,0.825,0.791,36.29,0.399,1.894,315.66357,129.74625,65.911575,58.364662,90.166374,127.28311,2.704062,1.7789313,1.1824064
2.0,1.0,2.0,82.54,-2.409,94.59,-0.535,1.595,86.27,-1.201,0.321,107.29,-1.544,-1.973,30.7,-1.065,-1.975,344.58167,123.70449,27.754404,26.02117,170.94626,135.27693,3.0221314,1.4375784,0.47900414
2.0,3.0,2.0,63.8,0.966,128.97,-0.428,-1.059,89.49,-0.369,0.126,244.64,-1.074,-2.337,90.94,-1.567,-2.862,514.7556,120.154724,107.28508,320.3038,218.36806,327.59018,2.0540352,1.1864679,0.72019035
2.0,1.0,2.0,31.89,0.372,172.11,1.077,2.838,164.62,0.554,-2.938,179.86,0.504,-0.066,71.21,1.328,-0.417,611.76953,122.72498,103.73682,83.96368,325.28802,234.1388,3.033388,0.7285368,0.8956433
