num_photons,num_jets,num_btag,MET_pT,MET_phi,photon1_pT,photon1_eta,photon1_phi,photon2_pT,photon2_eta,photon2_phi,btag1_pt,btag1_eta,btag1_phi,btag2_pt,btag2_eta,btag2_phi,m_hh,m_phopho,m_bb,pT_hh,pT_phopho,pT_bb,dR_hh,dR_phopho,dR_bb
2.0,2.0,2.0,61.09,-2.246,234.52,-0.442,2.566,112.89,-0.799,-3.026,170.25,-0.961,-1.663,69.36,-0.478,-2.412,459.74103,124.75049,95.54794,389.6004,342.57144,233.90446,1.644341,0.77793705,0.8912294
2.0,2.0,2.0,15.23,0.793,173.25,0.784,-2.372,88.28,1.332,3.052,87.83,1.508,0.06,41.21,0.874,1.14,389.5147,123.78136,73.01566,128.2283,252.82155,123.468765,3.058567,1.01907,1.2523403
2.0,2.0,2.0,21.98,-0.651,479.23,-1.129,1.252,164.8,-0.681,1.147,365.42,-1.609,-1.732,139.25,-1.452,-2.258,1196.3524,130.33743,122.53078,154.27757,631.8125,503.42838,3.1489434,0.46014014,0.5489306
2.0,0.0,2.0,12.69,2.702,140.01,0.91,-0.726,134.86,0.08,-1.038,144.36,1.352,2.325,85.1,0.42,2.337,567.2664,124.87956,107.08872,45.26952,251.54659,206.7153,3.1145031,0.8867041,0.9320773
2.0,3.0,2.0,192.33,-1.771,223.59,-0.401,0.233,48.01,0.291,1.28,91.97,-1.47,-2.922,66.22,-0.672,2.599,471.36334,126.805786,86.36275,140.332,262.35098,146.10706,2.7818854,1.2550191,1.1035085
2.0,0.0,2.0,88.37,-1.808,284.86,0.366,1.377,130.24,0.924,1.673,241.15,0.635,-1.697,58.03,1.248,-2.086,731.49506,122.80646,86.69623,120.61622,401.3141,290.53882,3.049686,0.63164866,0.72600967
2.0,1.0,2.0,8.35,-3.081,218.23,-0.958,-2.192,96.25,-0.93,-3.102,165.88,-2.186,2.116,71.62,-1.832,2.355,534.62384,127.44698,46.68834,359.9704,314.45383,234.37778,1.9877304,0.9104307,0.42712656
2.0,0.0,3.0,44.04,0.185,525.57,-0.595,-2.957,128.38,-0.26,-2.619,331.03,-0.511,0.435,58.19,0.122,0.206,1025.6128,123.60598,94.790596,270.8795,648.189,379.51047,2.9932268,0.47588766,0.6731493
2.0,1.0,2.0,76.5,-1.663,100.23,-0.272,0.884,58.59,1.164,1.345,144.37,-0.715,-1.688,46.2,-0.128,-2.245,428.63248,124.75996,66.19192,54.500355,122.70789,184.61832,2.997172,1.5081835,0.80920815
2.0,0.0,2.0,36.28,2.676,144.9,0.447,-0.231,116.7,0.664,-1.221,152.66,0.264,2.461,52.21,1.35,2.331,491.1109,126.73812,102.44862,27.883163,260.07962,182.9202,3.095816,1.0135033,1.0937531
